Name,chr_hg19,CG_position_hg19,strand_hg19,C_position_hg19,chr_hg38,CG_position_hg38,strand_hg38,C_position_hg38,Illumina_Type,Illumina_Islands_Name,Illumina_Relation_to_Island,Illumina_UCSC_RefGene_Name,Illumina_UCSC_RefGene_Accession,Illumina_UCSC_RefGene_Group,Illumina_Regulatory_Feature_Group,GencodeBasicV12_NAME,GencodeBasicV12_Accession,GencodeBasicV12_Group,GencodeCompV12_NAME,GencodeCompV12_Accession,GencodeCompV12_Group,Array_450k,Array_EPIC.v1,Array_Methyl27_Loci,Array_EPIC.v2
cg12110980,chr11,720454,-,720455,chr11,720454.0,-,720455.0,II,chr11:720561-721369,N_Shore,EPS8L2,NM_022772,Body,,EPS8L2,ENST00000531721.1,5'UTR,EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2;EPS8L2,ENST00000531471.1;ENST00000526651.1;ENST00000532545.1;ENST00000528770.1;ENST00000530452.1;ENST00000524474.1;ENST00000529346.1;ENST00000531721.1;ENST00000527021.1;ENST00000530118.1;ENST00000526909.1;ENST00000533816.1;ENST00000533545.1;ENST00000531393.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;5'UTR;5'UTR;5'UTR;5'UTR;3'UTR;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg10026995,chr11,1475820,-,1475821,chr11,1454590.0,-,1454591.0,II,,OpenSea,BRSK2,NM_003957,Body,,BRSK2,ENST00000308219.9,ExonBnd,BRSK2;BRSK2;BRSK2;BRSK2;BRSK2;BRSK2,ENST00000526768.1;ENST00000526768.1;ENST00000531932.1;ENST00000531932.1;ENST00000308219.9;ENST00000529951.1,1stExon;5'UTR;1stExon;5'UTR;ExonBnd;3'UTR,True,True,,1.0
cg01694451,chr11,1854224,-,1854225,chr11,1832994.0,-,1832995.0,II,,OpenSea,SYT8,NM_138567,TSS1500,Unclassified_Cell_type_specific,SYT8;SYT8,ENST00000381968.3;ENST00000436964.2,TSS1500;5'UTR,SYT8;SYT8;SYT8;SYT8;SYT8;SYT8;SYT8;SYT8,ENST00000479276.1;ENST00000490707.1;ENST00000479089.1;ENST00000381968.3;ENST00000464897.1;ENST00000436964.2;ENST00000430303.1;ENST00000417052.1,5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg19415743,chr11,9336845,-,9336846,chr11,9315298.0,-,9315299.0,II,chr11:9335730-9336477,S_Shore,TMEM41B;TMEM41B;TMEM41B,NM_001165030;NR_028491;NM_015012,TSS1500;TSS1500;TSS1500,Promoter_Associated,TMEM41B;TMEM41B;TMEM41B;TMEM41B,ENST00000299596.4;ENST00000527813.1;ENST00000533723.1;ENST00000528080.1,TSS1500;TSS1500;TSS1500;TSS1500,TMEM41B;TMEM41B;TMEM41B;TMEM41B;TMEM41B,ENST00000299596.4;ENST00000527813.1;ENST00000533723.1;ENST00000524543.1;ENST00000528080.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg12904004,chr11,14994198,-,14994199,chr11,14972652.0,-,14972653.0,II,chr11:14995128-14995908,N_Shore,CALCA;CALCA;CALCA,NM_001741;NM_001033953;NM_001033952,TSS1500;TSS1500;TSS1500,,CALCA;CALCA;CALCA;CALCA;CALCB,ENST00000486207.1;ENST00000396372.2;ENST00000361010.3;ENST00000331587.4;ENST00000523376.1,TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,CALCA;CALCA;CALCA;CALCA;CALCA;CALCB,ENST00000486207.1;ENST00000469608.1;ENST00000396372.2;ENST00000361010.3;ENST00000331587.4;ENST00000523376.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR,True,True,,1.0
cg23065768,chr11,17411712,-,17411713,chr11,17390165.0,-,17390166.0,II,chr11:17410436-17411287,S_Shore,KCNJ11,NM_001166290,TSS1500,Promoter_Associated,KCNJ11,ENST00000528731.1,TSS1500,KCNJ11;KCNJ11;KCNJ11,ENST00000528992.1;ENST00000526912.1;ENST00000528731.1,TSS1500;TSS1500;TSS1500,True,True,,1.0
cg10570158,chr11,19546133,-,19546134,chr11,19524586.0,-,19524587.0,II,,OpenSea,NAV2,NM_001111018,Body,,,,,,,,True,True,,1.0
cg18052274,chr11,19737158,-,19737159,chr11,19715612.0,-,19715613.0,II,chr11:19733936-19735320,S_Shore,LOC100126784;NAV2;NAV2;NAV2,NR_015384;NM_182964;NM_001111018;NM_145117,TSS1500;Body;Body;Body,,,,,,,,True,True,,1.0
cg04106006,chr11,27742454,-,27742455,chr11,27720907.0,-,27720908.0,II,chr11:27743472-27744564,N_Shore,BDNF;BDNF;BDNF;BDNF;BDNF,NM_170731;NM_001143807;NM_001143805;NM_001143806;NM_170732,Body;TSS1500;TSS200;TSS200;TSS200,,BDNF;BDNF;BDNF;RP11-587D21.4,ENST00000532997.1;ENST00000395981.3;ENST00000525950.1;ENST00000530663.1,TSS1500;TSS200;TSS200;3'UTR,BDNF;BDNF;BDNF;RP11-587D21.4,ENST00000532997.1;ENST00000395978.3;ENST00000525950.1;ENST00000530663.1,TSS1500;TSS200;TSS200;3'UTR,True,True,,1.0
cg06705930,chr11,31823191,-,31823192,chr11,31801643.0,-,31801644.0,II,chr11:31820060-31821416,S_Shore,PAX6;PAX6;PAX6,NM_001604;NM_001127612;NM_000280,Body;Body;Body,,PAX6,ENST00000464174.1,5'UTR,PAX6;PAX6;PAX6;PAX6;PAX6;PAX6;PAX6;PAX6;PAX6;PAX6,ENST00000534390.1;ENST00000494377.2;ENST00000481563.1;ENST00000471303.1;ENST00000470027.2;ENST00000530373.1;ENST00000531910.1;ENST00000534353.1;ENST00000530714.1;ENST00000464174.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;TSS1500;3'UTR;3'UTR;5'UTR,True,True,,1.0
cg25948180,chr11,34936781,-,34936782,chr11,34915234.0,-,34915235.0,II,chr11:34937328-34938380,N_Shore,PDHX;PDHX;APIP;PDHX,NM_003477;NM_001166158;NM_015957;NM_001135024,TSS1500;TSS1500;Body;TSS1500,,PDHX;PDHX;PDHX,ENST00000448838.2;ENST00000227868.4;ENST00000430469.2,TSS1500;TSS1500;TSS1500,PDHX;PDHX;PDHX;PDHX;PDHX;APIP,ENST00000533550.1;ENST00000448838.2;ENST00000227868.4;ENST00000430469.2;ENST00000533262.1;ENST00000527830.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;3'UTR,True,True,True,1.0
cg00233420,chr11,43290958,-,43290959,chr11,43269408.0,-,43269409.0,II,,OpenSea,,,,,HNRNPKP3,ENST00000511537.1,TSS200,HNRNPKP3;HNRNPKP3,ENST00000511537.1;ENST00000533565.1,TSS200;TSS200,True,True,,1.0
cg03606954,chr11,43701349,-,43701350,chr11,43679799.0,-,43679800.0,II,chr11:43702016-43702597,N_Shore,HSD17B12,NM_016142,TSS1500,,HSD17B12;HSD17B12;HSD17B12,ENST00000278353.4;ENST00000395700.4;ENST00000529261.1,TSS1500;TSS1500;5'UTR,HSD17B12;HSD17B12;HSD17B12;HSD17B12;HSD17B12,ENST00000527433.1;ENST00000531185.1;ENST00000395700.4;ENST00000532864.1;ENST00000529261.1,TSS1500;TSS1500;TSS1500;5'UTR;5'UTR,True,True,,1.0
cg06962549,chr11,44308190,-,44308191,chr11,44286640.0,-,44286641.0,II,,OpenSea,ALX4,NM_021926,Body,Unclassified,,,,,,,True,True,,1.0
cg26418434,chr11,57267120,-,57267121,chr11,57499647.0,-,57499648.0,I,chr11:57267006-57267316,Island,SLC43A1,NM_003627,Body,,SLC43A1;SLC43A1,ENST00000533515.1;ENST00000533515.1,1stExon;3'UTR,SLC43A1;SLC43A1;SLC43A1;SLC43A1,ENST00000524995.1;ENST00000534105.1;ENST00000533515.1;ENST00000533515.1,3'UTR;3'UTR;1stExon;3'UTR,True,True,,1.0
cg00089550,chr11,57267181,-,57267182,chr11,57499708.0,-,57499709.0,II,chr11:57267006-57267316,Island,SLC43A1,NM_003627,Body,,SLC43A1,ENST00000533515.1,TSS200,SLC43A1;SLC43A1;SLC43A1,ENST00000524995.1;ENST00000534105.1;ENST00000533515.1,3'UTR;3'UTR;TSS200,True,True,,1.0
cg11132272,chr11,59384268,-,59384269,chr11,59616795.0,-,59616796.0,II,chr11:59382687-59382929,S_Shore,OSBP,NM_002556,TSS1500,Promoter_Associated,OSBP;OSBP;AP000442.1,ENST00000378235.4;ENST00000263847.1;ENST00000531108.1,TSS1500;TSS1500;5'UTR,OSBP;OSBP;AP000442.1,ENST00000378235.4;ENST00000263847.1;ENST00000531108.1,TSS1500;TSS1500;5'UTR,True,True,,1.0
cg14933468,chr11,62138599,-,62138600,chr11,62371127.0,-,62371128.0,II,chr11:62138621-62138873,N_Shore,ASRGL1;ASRGL1,NM_001083926;NM_025080,Body;Body,Unclassified_Cell_type_specific,ASRGL1,ENST00000528206.1,5'UTR,ASRGL1;ASRGL1;ASRGL1,ENST00000529226.1;ENST00000534183.1;ENST00000528206.1,3'UTR;3'UTR;5'UTR,True,True,,0.0
cg07539927,chr11,65780880,-,65780881,chr11,66013409.0,-,66013410.0,II,chr11:65779311-65779767,S_Shore,CST6,NM_001323,3'UTR,,CST6,ENST00000312134.2,3'UTR,CST6,ENST00000312134.2,3'UTR,True,True,,1.0
cg10130811,chr11,66277720,-,66277721,chr11,66510249.0,-,66510250.0,II,,OpenSea,BBS1,NM_024649,TSS1500,Promoter_Associated_Cell_type_specific,BBS1;BBS1;BBS1;BBS1;BBS1,ENST00000318312.7;ENST00000537537.1;ENST00000455748.2;ENST00000529766.1;ENST00000393994.2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1;BBS1,ENST00000526760.1;ENST00000533644.1;ENST00000527251.1;ENST00000526815.1;ENST00000537537.1;ENST00000525809.1;ENST00000455748.2;ENST00000526035.1;ENST00000534730.1;ENST00000532908.1;ENST00000529766.1;ENST00000393994.2;ENST00000524907.1;ENST00000524705.1;ENST00000524458.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg24851651,chr11,66362959,-,66362960,chr11,66595488.0,-,66595489.0,II,chr11:66360097-66360834,S_Shelf,CCS,NM_005125,Body,,,,,CCS;CCS;CCS;CCS,ENST00000526066.1;ENST00000526058.1;ENST00000530384.1;ENST00000531990.1,5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg03349769,chr11,66727149,-,66727150,chr11,66959678.0,-,66959679.0,II,chr11:66725503-66726373,S_Shore,PC;PC,NM_000920;NM_001040716,TSS1500;TSS1500,,PC,ENST00000393958.2,TSS1500,PC;PC;PC,ENST00000534194.1;ENST00000528403.1;ENST00000393958.2,TSS1500;TSS1500;TSS1500,True,True,,0.0
cg08355456,chr11,67383691,-,67383692,chr11,67616220.0,-,67616221.0,I,chr11:67383537-67383809,Island,,,,Promoter_Associated,,,,,,,True,True,,1.0
cg21570702,chr11,71814692,-,71814693,chr11,72103646.0,-,72103647.0,II,chr11:71814203-71814529,S_Shore,LRTOMT;C11orf59;LRTOMT;LRTOMT,NM_001145308;NM_017907;NM_001145309;NM_001145310,Body;TSS1500;Body;Body,Promoter_Associated,snoU13;LAMTOR1;LAMTOR1;LAMTOR1;LAMTOR1,ENST00000459046.1;ENST00000538404.1;ENST00000535107.1;ENST00000545249.1;ENST00000278671.5,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,snoU13;LAMTOR1;LAMTOR1;LAMTOR1;LAMTOR1;LAMTOR1;LAMTOR1,ENST00000459046.1;ENST00000538404.1;ENST00000535107.1;ENST00000545249.1;ENST00000541403.1;ENST00000535872.1;ENST00000278671.5,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg05353869,chr11,75139544,-,75139545,chr11,75428499.0,-,75428500.0,I,chr11:75139454-75139817,Island,KLHL35,NM_001039548,Body,Unclassified_Cell_type_specific,,,,KLHL35,ENST00000460787.1,3'UTR,True,True,,1.0
cg19624354,chr11,113113890,-,113113891,chr11,113243168.0,-,113243169.0,II,,OpenSea,NCAM1;NCAM1;NCAM1,NM_001076682;NM_000615;NM_181351,Body;Body;Body,,NCAM1,ENST00000397957.4,5'UTR,NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1;NCAM1,ENST00000531915.1;ENST00000527506.1;ENST00000533760.1;ENST00000397957.4;ENST00000526427.1;ENST00000524665.1;ENST00000534015.1;ENST00000530543.1;ENST00000526322.1;ENST00000531817.1;ENST00000533073.1;ENST00000528590.1;ENST00000525355.1;ENST00000525691.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,0.0
cg23149852,chr11,116344575,-,116344576,chr11,116473858.0,-,116473859.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg03222066,chr11,119019384,-,119019385,chr11,119148674.0,-,119148675.0,II,chr11:119019643-119020887,N_Shore,ABCG4;ABCG4,NM_001142505;NM_022169,TSS1500;TSS1500,Unclassified_Cell_type_specific,ABCG4;ABCG4;ABCG4,ENST00000307417.3;ENST00000449422.2;ENST00000531739.1,TSS1500;TSS1500;TSS1500,ABCG4;ABCG4;ABCG4;ABCG4,ENST00000307417.3;ENST00000524604.1;ENST00000449422.2;ENST00000531739.1,TSS1500;TSS1500;TSS1500;TSS1500,True,True,True,1.0
cg20118840,chr11,119928838,-,119928839,chr11,120058129.0,-,120058130.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg10961484,chr11,120530860,-,120530861,chr11,120660151.0,-,120660152.0,II,,OpenSea,GRIK4,NM_014619,TSS200,Unclassified_Cell_type_specific,GRIK4;GRIK4,ENST00000527524.1;ENST00000438375.2,5'UTR;5'UTR,GRIK4;GRIK4;GRIK4;GRIK4;GRIK4,ENST00000527524.1;ENST00000438375.2;ENST00000533291.1;ENST00000526536.1;ENST00000527732.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg10262710,chr11,122074011,-,122074012,chr11,122203303.0,-,122203304.0,II,,OpenSea,LOC399959,NR_024430,TSS1500,Unclassified,RP11-820L6.1,ENST00000527474.1,3'UTR,RP11-820L6.1;RP11-820L6.1;RP11-820L6.1;RP11-820L6.1,ENST00000534496.1;ENST00000532350.1;ENST00000527474.1;ENST00000529804.1,TSS1500;TSS1500;3'UTR;3'UTR,True,True,,1.0
cg01094687,chr11,124738157,-,124738158,chr11,124868261.0,-,124868262.0,II,chr11:124738712-124739011,N_Shore,ROBO3,NM_022370,Body,Unclassified,ROBO3,ENST00000538940.1,TSS1500,ROBO3,ENST00000538940.1,TSS1500,True,True,,1.0
cg04468568,chr11,128776059,-,128776060,chr11,128906164.0,-,128906165.0,II,,OpenSea,C11orf45;KCNJ5,NM_145013;NM_000890,TSS1500;5'UTR,Unclassified,C11orf45;C11orf45;KCNJ5;KCNJ5,ENST00000310799.3;ENST00000524878.1;ENST00000529694.1;ENST00000338350.4,TSS1500;TSS200;5'UTR;5'UTR,C11orf45;C11orf45;KCNJ5;KCNJ5;KCNJ5,ENST00000310799.3;ENST00000524878.1;ENST00000533356.1;ENST00000529694.1;ENST00000338350.4,TSS1500;TSS200;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg15235707,chr11,131241788,-,131241789,chr11,131371893.0,-,131371894.0,II,,OpenSea,NTM,NM_001048209,Body,,,,,NTM;NTM,ENST00000436745.1;ENST00000477098.1,5'UTR;5'UTR,True,True,,1.0
cg24829292,chr11,132951838,-,132951839,chr11,133081943.0,-,133081944.0,II,chr11:132951692-132952260,Island,OPCML,NM_001012393,Body,,OPCML,ENST00000529038.1,3'UTR,OPCML,ENST00000529038.1,3'UTR,True,True,,1.0
cg13147090,chr12,247963,+,247963,chr12,138797.0,+,138797.0,I,chr12:247455-248501,Island,IQSEC3;IQSEC3,NM_001170738;NM_015232,Body;Body,,RP11-598F7.4,ENST00000505893.2,3'UTR,RP11-598F7.4,ENST00000505893.2,3'UTR,True,True,,1.0
cg12675583,chr12,2017510,+,2017510,chr12,1908344.0,+,1908344.0,II,chr12:2017133-2018161,Island,CACNA2D4,NM_172364,Body,,,,,,,,True,True,,1.0
cg09328283,chr12,2161288,+,2161288,chr12,2052122.0,+,2052122.0,I,chr12:2163289-2163548,N_Shelf,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,NM_001129833;NM_001167623;NM_001129836;NM_001167625;NM_001129840;NM_001129839;NM_001129835;NM_001129842;NM_001129838;NM_001129829;NM_001129834;NM_001129843;NM_001167624;NM_001129827;NM_000719;NM_001129841;NM_001129830;NM_199460;NM_001129831;NM_001129846;NM_001129837;NM_001129844;NM_001129832,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,,CACNA1C;CACNA1C;CACNA1C,ENST00000335762.5;ENST00000480911.1;ENST00000399597.1,TSS1500;TSS1500;TSS1500,CACNA1C;CACNA1C;CACNA1C,ENST00000335762.5;ENST00000480911.1;ENST00000399597.1,TSS1500;TSS1500;TSS1500,True,True,,1.0
cg09601159,chr12,10095997,+,10095997,chr12,9943398.0,+,9943398.0,I,,OpenSea,,,,,AC091814.2;AC091814.2,ENST00000412084.1;ENST00000412084.1,1stExon;3'UTR,AC091814.2;AC091814.2,ENST00000412084.1;ENST00000412084.1,1stExon;3'UTR,True,True,,1.0
cg17570948,chr12,49726661,+,49726661,chr12,49332878.0,+,49332878.0,II,chr12:49726591-49727114,Island,C1QL4,NM_001008223,3'UTR,,C1QL4,ENST00000334221.3,3'UTR,C1QL4,ENST00000334221.3,3'UTR,True,True,,1.0
cg22566355,chr12,49943340,+,49943340,chr12,49549557.0,+,49549557.0,II,chr12:49942786-49943435,Island,KCNH3,NM_012284,Body,Unclassified,,,,,,,True,True,,1.0
cg06868955,chr12,54069197,+,54069197,chr12,53675413.0,+,53675413.0,II,chr12:54069625-54070177,N_Shore,ATP5G2;ATP5G2,NM_001002031;NM_005176,Body;Body,,ATP5G2,ENST00000549164.1,5'UTR,ATP5G2;ATP5G2;ATP5G2,ENST00000495596.1;ENST00000549748.1;ENST00000549164.1,TSS1500;5'UTR;5'UTR,True,True,,0.0
cg19893439,chr12,56617730,+,56617730,chr12,56223946.0,+,56223946.0,II,chr12:56617995-56618374,N_Shore,OBFC2B,NM_024068,TSS1500,Promoter_Associated,OBFC2B;OBFC2B;OBFC2B;OBFC2B,ENST00000267023.4;ENST00000380198.2;ENST00000341463.5;ENST00000550935.1,TSS1500;TSS1500;TSS1500;TSS1500,OBFC2B;OBFC2B;OBFC2B;OBFC2B;OBFC2B;OBFC2B,ENST00000447747.1;ENST00000267023.4;ENST00000479016.2;ENST00000380198.2;ENST00000341463.5;ENST00000550935.1,5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,0.0
cg08409225,chr12,56617737,+,56617737,chr12,56223953.0,+,56223953.0,II,chr12:56617995-56618374,N_Shore,OBFC2B,NM_024068,TSS1500,Promoter_Associated,OBFC2B;OBFC2B;OBFC2B;OBFC2B,ENST00000267023.4;ENST00000380198.2;ENST00000341463.5;ENST00000550935.1,TSS1500;TSS1500;TSS1500;TSS1500,OBFC2B;OBFC2B;OBFC2B;OBFC2B;OBFC2B;OBFC2B,ENST00000447747.1;ENST00000267023.4;ENST00000479016.2;ENST00000380198.2;ENST00000341463.5;ENST00000550935.1,5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,True,1.0
cg10306450,chr12,56882479,+,56882479,chr12,56488695.0,+,56488695.0,II,chr12:56881401-56882702,Island,GLS2,NM_013267,TSS1500,Unclassified,GLS2;GLS2,ENST00000539272.1;ENST00000311966.4,TSS1500;TSS1500,GLS2;GLS2;GLS2;GLS2;GLS2;GLS2;GLS2;GLS2;GLS2;GLS2;GLS2,ENST00000491880.1;ENST00000539272.1;ENST00000424141.2;ENST00000461077.1;ENST00000479952.1;ENST00000486896.1;ENST00000494345.1;ENST00000471282.1;ENST00000494474.1;ENST00000311966.4;ENST00000483347.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg00700412,chr12,58011837,+,58011837,chr12,57618054.0,+,57618054.0,I,chr12:58013171-58013652,N_Shore,,,,,AC025165.8;ARHGEF25;AC025165.8;AC025165.8,ENST00000356672.3;ENST00000477314.1;ENST00000356672.3;ENST00000444467.1,3'UTR;5'UTR;1stExon;TSS200,AC025165.8;ARHGEF25;AC025165.8;SLC26A10;AC025165.8,ENST00000356672.3;ENST00000477314.1;ENST00000356672.3;ENST00000474359.2;ENST00000444467.1,3'UTR;5'UTR;1stExon;TSS1500;TSS200,True,True,,1.0
cg08784247,chr12,81329808,+,81329808,chr12,80936029.0,+,80936029.0,II,chr12:81330608-81331514,N_Shore,MIR618;LIN7A,NR_030349;NM_004664,TSS200;Body,,MIR618,ENST00000385287.1,TSS200,MIR618,ENST00000385287.1,TSS200,True,True,,1.0
cg23390920,chr12,97858120,+,97858120,chr12,97464342.0,+,97464342.0,II,,OpenSea,RMST,NR_024037,TSS1500,,RMST,ENST00000538559.2,5'UTR,RMST;RMST,ENST00000541282.1;ENST00000538559.2,TSS1500;5'UTR,True,True,,1.0
cg24460369,chr12,109549041,+,109549041,chr12,109111236.0,+,109111236.0,I,chr12:109548899-109549174,Island,,,,Promoter_Associated_Cell_type_specific,RP11-443D10.3;RP11-443D10.3,ENST00000541704.1;ENST00000541704.1,1stExon;5'UTR,RP11-443D10.3;RP11-443D10.3,ENST00000541704.1;ENST00000541704.1,1stExon;5'UTR,True,True,,1.0
cg06840837,chr12,110211393,+,110211393,chr12,109773588.0,+,109773588.0,II,,OpenSea,MGC14436;MGC14436,NR_026662;NR_026661,TSS200;TSS200,,MGC14436;MGC14436,ENST00000541460.1;ENST00000541723.1,TSS200;TSS200,MGC14436;MGC14436,ENST00000541460.1;ENST00000541723.1,TSS200;TSS200,True,True,,1.0
cg25752163,chr12,111470657,+,111470657,chr12,111032853.0,+,111032853.0,I,chr12:111471061-111471578,N_Shore,CUX2,NM_015267,TSS1500,,CUX2,ENST00000261726.6,TSS1500,CUX2,ENST00000261726.6,TSS1500,True,True,,1.0
cg23469448,chr12,114232746,+,114232746,chr12,113794941.0,+,113794941.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg03495030,chr12,121437256,+,121437256,chr12,120999453.0,+,120999453.0,II,,OpenSea,HNF1A,NM_000545,Body,,HNF1A,ENST00000544413.1,ExonBnd,HNF1A;HNF1A;HNF1A,ENST00000544413.1;ENST00000540108.1;ENST00000560968.1,ExonBnd;3'UTR;3'UTR,True,True,,1.0
cg03554925,chr12,132102981,+,132102981,chr12,131618436.0,+,131618436.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg17566325,chr12,133022423,+,133022423,chr12,132445837.0,+,132445837.0,II,chr12:133022649-133022863,N_Shore,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg15878909,chr12,8380286,-,8380287,chr12,8227690.0,-,8227691.0,II,,OpenSea,FAM90A1,NM_018088,TSS200,,FAM90A1;FAM90A1,ENST00000307435.6;ENST00000538603.1,TSS200;TSS200,FAM90A1;FAM90A1;FAM90A1,ENST00000442295.2;ENST00000307435.6;ENST00000538603.1,TSS200;TSS200;TSS200,True,True,,0.0
cg03353445,chr12,13043502,-,13043503,chr12,12890568.0,-,12890569.0,II,chr12:13044042-13044667,N_Shore,GPRC5A,NM_003979,TSS1500,,GPRC5A;GPRC5A,ENST00000014914.5;ENST00000542056.1,TSS1500;TSS1500,GPRC5A;GPRC5A;GPRC5A;GPRC5A,ENST00000014914.5;ENST00000537783.1;ENST00000542056.1;ENST00000534831.1,TSS1500;TSS1500;TSS1500;TSS1500,True,True,,1.0
cg10809165,chr12,14909556,-,14909557,chr12,14756622.0,-,14756623.0,II,,OpenSea,,,,Unclassified_Cell_type_specific,RP11-174G6.1,ENST00000501178.2,5'UTR,RP11-174G6.1,ENST00000501178.2,5'UTR,True,True,,1.0
cg16267202,chr12,16266115,-,16266116,chr12,16113181.0,-,16113182.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg25134647,chr12,25454990,-,25454991,chr12,25302056.0,-,25302057.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg01844176,chr12,27176208,-,27176209,chr12,27023275.0,-,27023276.0,II,chr12:27175342-27175843,S_Shore,MED21,NM_004264,Body,Promoter_Associated,MED21,ENST00000536503.1,5'UTR,MED21;MED21;MED21,ENST00000536503.1;ENST00000538186.1;ENST00000536711.1,5'UTR;5'UTR;3'UTR,True,True,,1.0
cg17292337,chr12,31272112,-,31272113,chr12,31119178.0,-,31119179.0,II,,OpenSea,,,,,,,,,,,True,True,,1.0
cg10317314,chr12,31272114,-,31272115,chr12,31119180.0,-,31119181.0,I,,OpenSea,,,,,,,,,,,True,True,,1.0
cg14687298,chr12,31272119,-,31272120,chr12,31119185.0,-,31119186.0,I,,OpenSea,,,,,,,,,,,True,True,,1.0
cg04348558,chr12,38531935,-,38531936,chr12,38138133.0,-,38138134.0,II,chr12:38532028-38532615,N_Shore,,,,,,,,,,,True,True,,1.0
cg03320170,chr12,42982649,-,42982650,chr12,42588847.0,-,42588848.0,II,chr12:42982832-42983881,N_Shore,PRICKLE1,NM_153026,5'UTR,Unclassified_Cell_type_specific,PRICKLE1;PRICKLE1;PRICKLE1,ENST00000345127.3;ENST00000445766.2;ENST00000552200.1,5'UTR;5'UTR;3'UTR,PRICKLE1;PRICKLE1;PRICKLE1,ENST00000345127.3;ENST00000445766.2;ENST00000552200.1,5'UTR;5'UTR;3'UTR,True,True,,1.0
cg20402783,chr12,54381013,-,54381014,chr12,53987229.0,-,53987230.0,I,chr12:54378696-54380102,S_Shore,HOXC10,NM_017409,Body,,HOXC10,ENST00000511575.1,5'UTR,HOXC10;HOXC10;HOXC10;HOXC5,ENST00000511575.1;ENST00000514415.1;ENST00000513413.2;ENST00000513209.1,5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg08455772,chr12,54452069,-,54452070,chr12,54058285.0,-,54058286.0,II,chr12:54454249-54454458,N_Shelf,FLJ12825,NR_026655,Body,,RP11-834C11.3;RP11-834C11.3,ENST00000515617.1;ENST00000515617.1,1stExon;5'UTR,RP11-834C11.3;RP11-834C11.3,ENST00000515617.1;ENST00000515617.1,1stExon;5'UTR,True,True,,1.0
